Total Depth,Central Tank Battery,fluid_gal,fluid_gal_per_ft,propp_lbs,propp_lbs_per_ft,max_treat_press,max_treat_rate,cum_oil_365
20480,122440,2903250,319,3679840,404,9446,40.2,136567
20500,222457,497154,54,613840,67,9088,43.3,79607
20460,122458,10192812,1127,3399880,376,8783,81,73093
14789,122476,1618596,326,1795096,361,8107,38.3,95829
14853,122477,1526322,377,1628934,403,8536,36.5,71673
25451,122484,6915384,481,14516200,1010,9310,39.9,397058
25827,122485,7242816,464,14925851,956,9300,39.8,416528
25101,122486,6636294,488,13952857,1026,9261,41.2,392459
24740,122487,19338858,1401,27590168,2000,8420,47.7,426477
20695,122488,942081.3574,239.4382309,1566097.105,387.1810814,8383.501216,36.42850527,154497
20653,122490,2712738,290,3607200,386,9812,34.9,191408
20588,122491,2934372,322,3438046,377,9475,41.2,127060
20525,122492,2506056,273,3556460,387,10546,38.1,123255
20850,122493,2768430,295,4241010,452,10081,27,99530
20523,122494,3067512,340,4284990,474,9577,27.3,85722
21323,122507,2510088,270,3871000,416,8519,31.5,53110
20761,122508,2586990,290,3675380,413,8731,32.1,37367
20454,221875,4020324,429,3298464,352,8932,40.7,43426
21355,221876,2048109,200,1913377,186.5,9010,33.9,80785
21535,122517,2312184,231,1528097,152,8496,45.7,100576
21360,218436,3287794,328,3224280,322,8728,54.7,188361
21750,122530,978785,102,2560300,267,9074,39.8,90988
21320,122531,975786,100,2610760,267,8917,37.8,111505
20788,122537,1629642,173,1838417,195,8217,30.9,56704
20996,221694,3369282,347,3587177,369,9167,36.4,71166
15793,122565,1635816,357,1724020,376,8520,36.5,79614
15718,122566,1636782,368,1737074,391,8366,36.9,102307
21488,122570,2866038,370,3350681,432,8309,33.3,65150
21219,122571,2864568,350,3350083,409,8034,31.9,48699
20877,222578,2766248.899,403.7221437,2938423.823,406.7247527,8888.618654,42.84115665,139168
20925,222578,3117072,325,3613671,377,9226,39.1,137335
20700,122581,2117346,227,3528340,379,10162,38.5,77190
21023,122582,2185134,230,3439960,363,10295,41.9,91724
21145,122583,2032086,209,3524420,364,9262,40.7,76380
20545,222587,3484026,368,2719106,287,9085,45.9,57222
21211,122586,3672648,363,3618340,358,9667,40.7,120116
20898,222587,3884538,391,3883780,391,9498,59.7,104709
21510,122598,2481738,233,2809362,264,7131,31,157725
20839,122600,2314410,241,2803639,292,7868,31,99613
20535,122610,1535265,226,1482415,218,9491,32.3,80348
20885,122611,1520346,210,1386190,192,8903,30.9,41671
21104,122621,2057244,208,2752160,279,9354,40,53868
21615,222625,3494232,346,4209224,417,8499,26.2,80683
21440,222625,3437070,326,4164503,395,8238,27.3,73648
22363,122629,2643515,267,3497436,353,8046,48.1,148772
19962,216694,995946,115,1129814,130,7238,26,105724
23500,219706,5200230,427,5624644,462,9626,39.7,155554
20132,122656,2953440,322,3337609,364,8928,37.7,55362
21190,122675,187698,383,190200,388,7224,29,135280
20600,218815,3395616,339,3212120,320,8982,53.8,119002
20682,218815,3273228,325,3346000,332,8460,54.4,141650
20135,122709,10390548,1150,4105728,454,8513,79,97011
21071,221257,1259412,130,2067133,214,8744,39.3,22572
21175,122731,1693944,169,3630945,362,7548,34,64372
21140,222100,3380160,336,3600530,357,9705,39.5,107244
20760,122742,9217152,1082,3594147,422,8708,76.2,58906
21302,222755,1421322,143,2241700,226,7903,40,101858
21268,222755,700547.4551,162.6535486,1086615.103,249.5502859,7381.188026,40,168814
21009,222755,1426068,144,2232800,225,8235,40,145161
21193,222757,791597.0796,167.5982305,1119472.817,234.3680844,7432.189106,40.61748214,171915
21129,222757,308574,129,323700,135,6737,32.3,61565
21097,222757,1416870,143,2214900,224,7865,40,139283
20770,122759,11254068,1216,4082564,441,9001,71,72606
20920,122760,6221376,658,2887620,305,8542,56,61025
20534,122778,2235450,239,3689360,394,9008,36.9,88519
20694,122779,2348094,245,3455160,361,10377,43.2,80132
21486,222789,959952,226,1361400,321,8306,40,92396
20010,222789,899010,288,1266610,406,8343,38.9,171944
21865,222789,1399426.852,229.3968025,2239921.78,345.2034038,8215.709232,39.18422898,110603
20160,222789,1111027.074,296.9901623,1585787.216,402.9183473,7606.130841,39.16576488,152908
19840,218245,2047878,241,1191843,140,8364,34.2,129722
21420,222806,3433500,319,3557532,331,9527,37.5,111114
21921,221815,2892574.528,337.2489968,3388846.836,391.0989872,9285.875788,38.89399962,144094
21544,222806,3754086,342,3702464,338,7934,40.9,168475
20368,122818,2152542,229,2836707,301,7479,31.4,143833
20288,122832,1833285,247,2045160,276,8800,36.4,91388
21198,122833,1722203,232,1589168,214,8654,30.9,26062
20824,222834,10307808,1143,3969453,440,9241,100.8,73564
20270,228266,1868622,214,2834760,325,9211,36.1,55221
21322,222848,3721746,390,4185866,439,8766,36.7,184303
21212,122849,3922842,419,4423216,473,9444,36.5,113887
21115,222848,3860682,414,4179244,448,9038,36.3,169002
14714,122860,1523844,392,1687896,434,7264,42.4,113663
14788,122861,1640730,420,1754474,449,9032,40.8,106339
14750,122862,1518132,380,1669466,418,7264,42.4,107850
20283,222869,2849238,306,2655223,285,8602,47,75713
20439,222869,2896824,302,2874347,300,8824,49,91752
20838,225658,3803730,420,3629300,401,9397,37,139276
21098,222880,3403848,364,3656740,391,8824,38.5,169062
20045,122890,3803016,441,4107764,476,9752,36.4,65516
24048,122891,2619876,204,3270347,254,7920,30,154146
20711,122892,2854614,303,3427524,363,9225,37.7,69575
21487,122897,2582018,261,3508776,355,8834,47.3,157163
20831,220712,3440220,360,3734795,390,8687,41,111680
21650,220713,3322620,328,3943212,390,8663,40,98118
20701,220712,3705996,398,3479973,373,9050,39.6,80792
21681,220713,3827124,378,4015619,396,8777,40.9,80796
20484,122905,2619288,277,2237018,237,8000,31,64184
20537,122912,1216733.666,242.916948,1912120.097,377.0127166,7330.79991,37.12457799,152564
20633,122914,1892230.068,925.7389791,1936454.432,385.3509281,7543.882251,38.60208817,140579
20690,122920,1458366,158,1354699,147,7995,26.7,79639
20660,122930,2568888,295,2269422,260,7445,31,87164
21695,222938,4406724,441,3641890,364,9245,37.3,91497
21690,222939,3720402,363,3263460,318,9027,40.4,119607
21623,222938,3401034,335,3939261,388,8540,41.1,120295
21036,122941,2938278,288,3951537,387,8761,38.8,85896
20006,122942,2728698,297,3641681,396,8410,38.5,80131
20975,220654,1403262,146,2323460,243,8654,42.8,77872
19553,220329,2134020,258,3803752,461,845,32.1,202513
17167,220329,1912386,330,2842939,490,10507,30.6,116568
21240,222975,3030257,309,3255800,332,9255,49.4,128645
21525,222975,3013752,300,2633800,262,9427,48.8,90288
21440,222975,3271237,325,3206140,319,9430,54.9,211652
20462,218245,2430414,272,1510525,169,8114,33.2,129974
19031,122991,2739072,333,2248430,273,7204,30.8,39724
20245,122992,2918412,304,3492083,364,8829,37.4,50011
20855,220345,3092628,325,2740240,288,9168,38.3,62194
20916,220345,2848944,296,3891565,404,9695,39.5,114874
20329,123009,2133642,232,1240690,135,8220,30,100046
20636,123010,1836240,195,1221066,129,8336,35,91493
15060,123022,1516620,360,1671704,397,10313,40.9,67396
20753,123025,595938,65,122385,13,7701,34.6,10045
21261,123030,1223434.737,249.719057,1958602.809,386.5681074,8151.378193,38.52685003,89399
20539,123041,1922199,273,2052288,291,8518,37.5,74743
20535,123042,1816269,267,1847520,272,9216,32.2,60465
20950,123048,2143344,225,2698076,284,8488,29,121403
21200,123049,2462292,258,2777,0,8456,31,101769
21640,123050,2548770,249,2258819,221,7774,31,116885
21744,123051,2474808,242,1974181,193,8431,32,121185
20382,219157,4474848,505,8889960,1004,8340,38.7,232931
21021,219157,4819416,503,9577580,1000,8350,39.6,230094
21285,219157,5079522,502,10111560,1000,8380,39.5,292573
20325,223064,4489086,496,9046920,1000,8460,36.1,248503
20768,223064,4792578,501,9764340,1021,8670,35.2,288638
21441,223064,15165780,1490,10317450,1013,8520,36.6,234243
21556,123071,1398096,132,1516373,143,7872,31.5,228323
21784,123072,1416156,136,1611652,155,8019,31,177131
15265,123079,1948548,436,1686900,378,9241,38.9,96602
15388,123080,1614312,345,1864600,398,8147,37.4,73417
21184,223081,1007706,104,1678120,174,9495,41.8,45909
21087,223081,1339380,141,2012400,212,9185,40.7,14499
20980,223083,1245384,141,259004,29,9477,41.7,52865
20851,123086,2437974,252,2776395,287,7450,31,135003
21280,123087,2684430,274,2778172,284,8253,31,83857
20570,123108,1572942,170,3129808,338,8694,35.5,199539
20614,123109,1717884,180,3151500,330,5483,30.7,154394
20950,223118,3771768,393,3833730,399,8629,46.3,73543
20678,223118,3356346,359,3684242,394,8988,47.7,67669
20698,223118,3095904,329,73712,7,8652,44.3,109212
21170,222975,3159870,324,2842000,291,9121,44.3,84080
21300,222975,3177132,318,3250000,325,9899,51,113635
20617,123151,2185890,235,3886761,418,7924,38,66152
20588,123153,3756480,404,4138757,446,8465,36,83730
20728,123154,3524220,393,3460522,386,9466,35.3,55860
20650,123167,1414056,150,1300998,138,7910,31,151952
20310,123168,1477434,164,1399899,155,8040,30.3,135868
20069,123170,2510214,299,3010696,359,8467,34.9,55503
20250,123174,3253740,435,3767623,504,9044,31,33252
21320,223178,5163564,518,9479383,951,9142,37.1,269355
20435,123201,10314990,1104,4156300,445,9024,87,127388
20109,123210,3061002,322,3384258,356,9347,38.5,68910
15818,223215,1430811,337,1514843,357,7678,50.7,65482
15618,223215,1790084,442,1955397,483,7585,47.5,71685
20610,123228,3531906,369,3145840,328,40,8062,62178
20482,220275,3873072,412,3700348,394,9214,42.2,94728
20116,223249,1468086.754,182.9841158,2130254.275,258.7363219,8442.09707,39.98919873,137342
19630,223249,439740,215,497810,243,7829,40,189082
20930,123259,4090338,463,3983871,451,9892,36.5,31616
20935,123260,3825360,484,3885006,491,10439,36,48709
19954,223261,819872.5507,328.4366432,1271224.43,491.0272902,7976.367841,38.53837284,140476
20433,223261,707528.3332,162.7457568,984890.9091,227.1404325,8163.930133,40,154552
20140,223261,1271917.514,238.5220544,1873173.029,327.4682779,8184.134743,39.24495468,171928
21367,222302,4281354,442,3249715,335,8418,50,88037
15517,223267,5088426,1194,6035280,1417,8410,47.4,141705
15565,223267,420168,96,5157870,1188,8540,45.7,166189
16020,223267,5373228,1110,6833300,1412,8560,46.6,180386
16015,223267,4762254,1002,5678630,1195,8480,45.7,192192
20625,123275,2558514,264,3382660,350,10300,45,82532
19920,123276,1976142,222,2106640,237,9239,42.4,64542
20870,223278,2522016,260,2229240,230,9536,36.3,85106
20680,223288,1547028,168,2844320,309,8923,40.9,101087
20606,123289,1177806,125,1216618,129,7831,30.9,181784
20205,123290,1062222,117,1349887,148,8056,30.9,175309
20281,223293,802527.6573,255.6416382,1340136.519,422.1276451,7933.497611,40,171027
20454,223293,941232.1309,230.031539,1157846.024,264.6074223,6938.980318,40,133043
19184,123295,757988.18,333.4640861,1180228.961,464.322806,6743.208496,38.82196758,211869
21107,123302,2466147.464,383.3036546,2493941.254,377.4314111,8786.144528,41.09633502,72710
20757,223319,3432492,326,3602861,342,8764,36.4,57228
20770,223319,2853816,297,3709578,387,8502,40,90278
20724,123351,2439276,255,2530311,264,8136,30,103965
20891,123352,2432766,251,2524674,261,8105,31,89816
21200,219913,2831514,729,4405855,1134,8906,35,109563
21300,219913,4216506,413,4378882,429,9558,38.1,62844
20682,223388,3026268,329,3598679,391,8609,39.8,143778
20952,223388,3538710,392,3524900,390,8696,39.8,118085
21174,223388,3156090,328,3748431,390,8890,40,131965
21612,223388,4079334,407,3874306,387,9304,39.7,114076
21025,123398,10310202,1035,4074751,409,9339,80,130861
20270,123412,3267768,350,2765348,296,8947,41,80239
20816,123413,3299352,353,2789396,298,8602,41,118916
20890,123416,3722124,393,2617780,276,8710,47.9,64430
21352,123427,2269974,225,2713199,269,8306,31,104489
21209,123428,2287992,230,2718278,274,7357,31,77858
21074,123429,2373462,244,2687586,277,8059,32,127132
21074,123430,2294796,234,2656434,271,8532,30,74331
20509,222869,2994852,312,2831524,295,8917,47,57675
20732,223432,2143092,277,3108051,402,8677,26,55245
14807,123439,1530354,391,1168854,299,8384,37,53967
14722,123440,1494696,393,1166292,306,7651,40,104055
14825,123441,1518090,368,1119832,271,8978,36,53470
19575,123449,1285242,152,1294165,153,8210,29.5,100859
19895,123450,1343706,151,1316671,148,8427,29,101906
21068,123455,1567482,157,1873435,188,8076,27.3,175684
20998,123456,1334046,134,1831060,184,8009,25.6,170599
21403,123457,1334046,132,1831060,182,8009,25.6,157110
20850,220400,4019610,416,4694473,486,9900,38.6,145443
20986,220400,3414054,354,4483255,464,8606,38,132021
20498,223464,2935212,327,3717765,415,8449,25.5,70805
21014,123469,3201114,339,2643596,280,8442,46,131806
21145,123470,2596314,340,2224859,291,9247,40,63574
20720,223472,1982736,203,3072200,315,9518,41,162822
21450,123477,2327052,236,2730961,277,7732,31,140105
20420,123480,3412668,359,2570999,271,8205,33.7,101560
20290,123493,2208906,263,2814080,335,8476,30.5,128709
21860,123494,901572,89,2752808,272,8410,30.7,171074
20600,123495,1986558,230,2757551,319,7826,31,144542
22035,123496,2300676,10,2838147,12,7769,31.6,147351
20340,123499,1579704,172,1348002,147,8673,25.3,79833
20839,123501,1527372,158,1359957,141,8129,27,96436
21138,123502,1466262,146,1837042,183,7942,31.1,120370
20616,223507,3305568,353,3238753,346,10935,40.4,132847
20125,223507,3113292,333,3442310,368,9316,46,163545
20704,223507,3829812,394,4776000,491,8977,44.2,161517
20730,123523,3916122,420,2656490,285,8388,42.7,76581
21485,223524,3118458,309,2937600,291,9315,60.7,116866
21562,223524,3113754,309,2878000,286,9023,55.7,79770
21525,223524,3408300,337,3223000,319,8860,68.1,111150
20414,223534,10694670,1173,4050833,444,9108,82,100224
21374,223534,10696182,1084,3983121,403,8447,81,109222
20482,123536,1844808,207,950906,106,7239,42.5,109487
20185,223537,1319640,138,2084520,218,8158,32,59540
20753,123542,925247,95,3136490,323,8508,38.5,142957
20393,223545,3046302,324,3767178,401,9265,38.4,73645
20420,223545,2132177.027,441.2722593,1954730.436,405.1658088,8956.239404,40.53490308,63799
20639,223545,3032442,318,3628514,380,8983,42.8,78648
21622,123608,2289210,225,2544239,250,7653,31,130766
21218,123609,2320080,249,2693014,289,8447,31,92266
21118,123610,1928136,201,2733141,285,8331,31,154835
21130,123611,2347674,246,2819559,295,7818,31,154066
21814,123612,2197062,213,2303530,223,8598,31,63427
20815,123615,0,0,4097560,439,8638,44.2,87091
21218,223617,3171294,328,4017147,416,8259,25.3,92830
20805,223617,3940566,422,4051183,434,8342,27.4,111316
20255,123634,2057370,216,3698563,388,8078,34.6,48584
21359,123639,2293112,238,3231213,336,8856,46,140252
20302,223645,1188765.177,274.6853812,1731344.059,397.6727727,6893.071726,40,178730
20660,223649,1074039.52,242.2291196,2269640.515,514.6936795,8171.789616,40,215514
20737,223649,490884.6806,280.4979116,784907.894,445.0699055,7145.906793,40.20202242,255406
21002,123651,9188298,945,3392938,349,8574,81,99999
20507,123655,3079020,335,2666401,290,8495,51,133961
19012,123656,2181870.96,335.4150658,1922316.173,295.8844161,8855.854683,41,39931
21100,123658,2353932,259,2739474,302,9011,38.9,51115
20810,123660,3008292,322,2624706,281,9582,51,129895
20877,123661,4811226,515,2485821,266,9003,51,78927
21325,123664,2546166,262,2906043,300,8191,31,76969
20601,123665,1401219.919,244.7833939,2564135.561,418.0061336,8098.161404,39.42378464,321180
20930,223668,3646314,410,3381308,380,8479,31,127573
20489,223668,3346602,392,3526258,413,8808,36.1,134852
20440,123670,3321402,390,3189472,374,8802,31.3,84969
20858,223671,3512208,403,3208458,368,8817,37.6,166990
21138,223671,2771532.815,435.8812665,2227729.538,364.6406113,8479.281223,34.27593448,57931
20403,123696,1443918,147,2132980,217,8597,43.1,41590
20690,220399,2689596,282,3491133,367,9106,61.5,104890
20810,220399,3334254,348,3751050,392,11485,47.2,101227
21390,123721,811492.6559,249.9487179,1483513.621,443.4352227,7170.144175,39.60346379,128315
21145,123734,2660700,265,3108460,309,8099,40,156381
21178,123735,2326632,257,3351440,370,7913,40,166041
21550,223737,2149560,209,3351360,326,7877,40,148209
21440,223737,2228352,216,3350140,325,8037,40,167813
21085,123747,2589384,269,2714426,282,8583,31,114728
21000,123748,2367750,246,2660410,277,7731,31,142726
20789,123761,4707318,488,2735748,283,9165,57,19612
20920,123762,2800980,273,3537924,345,8648,49,69873
20924,223777,3119550,333,3826324,408,8033,26.9,84711
20230,223777,3022908,347,3561229,409,8275,25.6,83709
20954,223779,2010372,212,2347343,248,9200,7369,27501
22140,223794,3526572,358,3500848,356,9157,37.4,52163
21900,223794,3685626,376,3738064,381,9078,38.4,79657
20830,123796,4097898,454,3878724,430,8994,36,48071
21977,123797,3882942,401,3423561,353,9196,36.8,48446
21735,223799,863772,91,2516999,265,7919,37,123577
20958,223432,2874060,307,3858406,412,7999,26.3,86717
20898,223432,3484866,372,3761753,401,8273,37,71965
21057,123820,1040172,103,1248287,123,8218,22.8,66467
20738,123821,1362354,138,1318891,133,8199,25.4,112020
20154,123822,1356768,150,1403274,155,8332,30.1,106448
20860,123833,3174612,334,2888855,304,8065,58,134792
20823,123834,3367686,355,2895785,305,9002,45,139621
20430,123835,3238200,355,2761107,302,8101,43,129922
21370,123839,3287382,335,3647331,372,8676,51,70865
21625,219554,4084374,399,4171365,408,9395,37.6,125309
20110,123887,2898336,308,3746097,398,9134,40,93507
20747,123888,3177258,316,4003109,398,8532,36.4,109986
20902,123893,1620528,179,3120760,345,9090,36,83097
20650,123901,10073238,1079,3931000,421,8521,82,78081
20900,123906,2629662,278,3599260,380,8915,34.1,96983
21282,123908,2588712,263,3602060,367,8016,35.1,116511
21190,219863,9619635,996,3696776,382,9265,82.7,92730
21173,123924,2691780,279,3795400,393,9635,43,58352
20974,123925,3104892,323,3606600,375,8752,28,112341
21235,123926,2572962,265,3601480,371,9075,26.5,124203
20985,223944,3685710,374,3922724,399,8780,40.2,49035
20590,223944,3053484,325,3783458,403,8722,40,85596
20622,223944,3643290,390,3697348,396,8881,40,47219
20469,223944,3015306,325,3671552,396,8908,38.9,86341
20270,123968,1319346,144,1385363,151,7715,28.4,157926
20385,123969,1194564,129,1401791,152,7883,28.3,160637
19934,123977,3494274,404,4105339,474,8856,33.1,59579
21465,220713,4463382,442,4020518,398,9252,41.2,109190
21030,220712,4231500,435,3846675,395,8987,40.1,84555
21785,220715,3633042,360,3948571,391,8945,38.3,119972
21953,220714,3647070,354,3906123,379,8824,38.5,159742
21670,220715,3283854,326,3949260,392,8543,39.7,183715
21879,220714,3025764,294,3876613,377,8799,38,157262
20170,224009,3087084,322,3841254,401,8571,39.7,75967
20950,223464,3234084,344,3253488,346,8971,26.6,66527
21440,224039,2895396,289,2673200,267,9182,51,82832
21435,224039,3323510,334,3166310,318,9092,55.1,129315
21490,224039,3379824,339,2785680,279,9135,50.6,97493
21410,224039,2833697.597,281.821635,2681967.23,267.0107349,9494.587118,52.12601156,111046
21580,224039,3017700,300,2545900,253,9125,43,54023
21544,224039,3195024,317,3028980,301,9247,55.3,92353
20529,124053,2120580,229,3612180,390,9211,37.4,157530
20604,124054,2411514,262,3644300,396,9261,36,132922
20924,124055,4087020,421,9335640,963,9590,39.3,152845
20930,224085,1646464.507,335.406147,1931619.522,394.2811869,9034.316495,39.04062533,139577
21004,224085,3263232,346,3651714,387,8939,40.4,82560
20958,224085,3157770,333,3763987,398,9161,40.1,111910
21358,224085,3470292,355,3873146,396,8851,39.8,86240
20550,224097,10252284,1092,4064497,433,8461,83,110941
21623,124104,3410904,344,2778195,280,8491,42,124177
21883,124105,3500574,344,2823162,277,8580,45,123202
20760,124118,2404290,269,2679170,300,8747,46.3,50201
20515,124119,1280779.897,271.5915235,1817983.111,383.9459336,7681.609851,40,163353
20487,124120,1296884.005,276.6693302,772704.4646,200.7414806,7424.374031,37.87121034,201895
20283,124121,1077076.179,289.5623643,1596990.279,412.9930036,7591.62883,40,211920
20510,124122,1132523.149,263.5361702,2418871.726,495.9271868,7472.625532,38.41134752,208854
20856,222302,4062912,460,2952695,334,6966,58,91672
21827,124127,1162635.403,256.0914891,1576383.226,343.7807965,7195.201708,39.49675826,207052
19023,224128,985929,118,758802.5,91,8232,41.5,101768
20856,124136,1163563.344,228.2627481,1415827.242,286.8730124,8020.169207,39.23728479,142218
20845,224163,1485582,156,6515590,687,9049,35.5,117038
21170,224163,1525592,156,7359109,754,9306,35.4,124306
20575,221548,1567692,165,2407624,253,8706,40.9,31292
21084,223081,1804488,190,3053821,322,9086,39.8,57788
20444,124189,8341830,897,3926135,422,8985,82,94423
21248,218579,3739974,373,3693520,368,9224,57.1,174236
21330,218579,3679620,367,3353400,334,9020,55.6,159545
20490,124215,9580116,1016,3368356,357,9089,81,89150
21000,124220,2729538,297,3306500,360,8770,37.2,110664
15050,124221,1052184,233,1647780,366,8995,29.8,49678
21040,224229,1640012.818,10.39052535,2823809.94,17.49516114,7750.402445,39.91146202,215584
20583,224229,1114100.076,250.0786362,1713214.671,379.1096315,6879.645965,40,188915
21785,224253,3393390,327,4113186,396,8475,32.9,184709
21050,124257,3924942,419,4277936,457,8735,40.6,144167
20650,224273,1699782,182,2870830,308,9149,41.9,78141
20818,224273,1711122,181,3040480,321,8627,40.7,65791
21034,223083,1615446,170,2785636,294,9497,41.2,50236
20794,222625,2888298,318,3580828,395,8093,25.8,98536
20894,222625,3098970,336,3722479,403,8989,25.7,87590
20778,222399,3540600,373,3783534,398,9781,39.6,79619
20620,222399,2864568,301,3666780,385,9351,39.6,105749
20792,124291,2628192,278,3600660,382,8182,28.3,86934
21224,124293,2606268,265,3605780,367,7641,26.9,77263
20916,223666,1280210.45,226.7337278,2129077.757,366.3609467,8178.289941,38.78698225,181973
20663,223666,985216.5487,231.4625396,1718475.554,392.1769258,7460.451401,39.5962012,208812
20098,124303,10454556,1125,4120031,443,8760,83,103837
20797,124312,0,0,3543588,368,9171,36.5,165594
20970,124313,2842476,292,3535898,364,9641,36.7,164640
21594,124318,3629472,357,4221309,416,9419,31.5,52818
19751,124319,3028074,357,3028074,357,8638,31.4,43695
20443,124323,2704842,302,3412443,382,9350,34,91223
20332,124326,2732940,306,3449380,386,9142,36.6,117538
15751,221063,1302154,306,1707240,401,9942,47.9,66570
20876,124387,3357312,333,3263284,324,8933,60.4,106493
20845,124394,9972858,1014,39701214,4040,8528,82,108033
21349,224403,3284875,328,3104050,310,9089,50.9,123084
21228,224403,3309768,333,3216060,323,8765,58,141642
21418,224403,3427160,342,3071040,306,9341,51.1,116107
20750,124409,1392972,144,1878261,195,7957,27.4,191822
20924,124435,1462146,155,1300816,138,8780,20.3,60494
20570,124438,2775738,303,3449940,377,9026,37.2,111099
20403,124439,2781912,311,3444820,385,9351,36.5,104934
21270,220408,1655262,166,3062020,307,8917,41.9,57931
21426,124452,1860474,180,2177420,211,9480,42,70822
16116,124453,1266048,248,1918060,376,7912,37.1,56097
21808,124454,1873536,172,3022020,278,8442,32,92223
19910,124457,10096758,1145,4170000,473,9200,80,106870
20849,124458,10305456,1074,4094062,426,8955,80,103745
20811,224459,1637370,173,2972236,314,10021,40.9,86461
21430,223779,2094876,209,3155364,315,9618,40.8,83033
21000,224468,3422706,356,3844149,400,8768,40.4,75256
20880,224468,3013920,317,3790653,399,8818,40.2,101054
20395,124473,2294334,225,2654210,261,8215,30.9,167304
20932,124502,2825424,286,2879040,291,9344,38.1,44955
19660,124503,1130514,133,1226039,144,8003,26.8,60841
19480,124504,1291668,156,1400778,169,7889,25.6,100583
20440,124505,1255884,136,1333759,144,8456,26.4,64121
20374,124506,1293516,140,1436862,155,8102,26.5,115232
20760,224513,1734348,177,3338205,340,8681,40.8,88710
20490,224513,1607382,169,3182242,336,8589,42.8,88980
20487,124525,2230830,259,2944240,343,9451,30.3,38106
21106,124526,2617356,271,3580770,372,9569,28.4,125967
21075,124528,2629284,276,3590980,378,8971,28.7,129293
15780,124529,1479240,333,1786440,402,8961,37.7,95441
15739,124530,1882734,424,2077695,468,9404,38.4,47626
15824,124531,1496712,325,1965465,427,7803,38.3,100579
15670,124532,1749888,393,2293500,515,8105,38.1,107357
21202,124537,1213648.123,231.4419956,1806958.565,335.2276097,6693.279503,40,192699
21685,224546,3186120,319,3709570,371,8634,25.4,75084
20702,224558,983766,98,634896,63,8687,50.1,69928
20520,220400,2276022,241,3793400,402,9628,39.4,120630
20650,220400,2953944,317,2526031,271,8995,40.8,94022
20601,124585,1957746,210,3918448,421,8403,31.8,50715
21248,224459,1645476,165,3196260,321,9088,43.2,77133
21340,220399,2967258,294,3601918,357,8926,38.9,113036
21450,220399,3706710,367,3540425,350,9409,43.4,89282
20981,222371,1578318,161,2485573,253,9426,40.5,99596
20952,222371,2044686,208,3067300,313,9095,40.7,100849
21065,222371,2091306,213,3063420,313,9268,42.3,92309
18710,222274,1751904,225,3153827,405,8988,42.1,78043
21330,224622,1501836,156,2025508,211,8019,31.4,128579
21730,218437,3331398,321,3814380,367,8292,32.3,101959
20309,224624,2185176,239,3352180,367,7796,40,110959
20281,224624,2015328,225,3350000,374,7333,41,134830
20323,224629,2072826,228,3306600,364,7860,40,104047
20649,224640,1277934,133,1352917,141,7902,25.4,149639
20518,224640,1198092,129,1359582,146,7731,25.9,76220
20390,220400,3677856,399,3799951,412,9000,38.4,111990
21482,220399,4474218,446,3836597,382,9698,39,91628
20509,220400,2435160,259,3700474,393,9000,40.2,134721
21310,220399,9473520,941,3660278,363,10110,74.7,130888
21252,224403,3250955,322,3216810,319,8841,55.4,137655
21315,224403,3361218,334,3076779,305,9018,48.7,131100
21210,224403,3488562,347,3773137,375,8794,57.6,142818
20645,224546,3067176,335,3892538,425,8206,25.5,76646
20630,224546,3230136,351,3942852,429,8352,25.4,75510
20722,224668,10368624,1160,3903259,436,6235,13,118621
21180,224684,2471952,247,3720460,372,9438,40.1,216719
20903,224684,2366532,249,3714446,391,9353,39.1,229528
21083,224684,2123268,216,3197940,326,9612,40.5,182843
20900,224684,2027298,208,3174860,326,9136,41.2,163402
21408,124689,1401288,140,1662341,167,7328,19.1,62507
20536,124702,9996294,1081,3299814,356,9083,80.8,132875
21627,224640,1361976,129,1384566,131,7845,27.9,154294
21140,224640,1235052,122,1359880,135,7980,27.5,118421
21212,224730,1281588,124,1651369,160,7841,32.7,72448
20998,124741,9388932,945,3538914,356,9453,77.2,62856
22066,124747,2300256,206,3498320,314,8917,47.4,120008
21830,124748,2115498,191,3509540,318,8428,48.2,155882
21245,124749,2445324,239,3350500,328,9981,35.9,132050
21210,223178,5100018,512,9256591,930,9484,37.7,249786
19936,124762,2674014,320,2832876,339,9361,28.2,68653
21678,224787,3939390,413,3763407,395,8947,31.4,47860
21504,224787,3791676,391,4091807,422,9295,36.4,74966
21595,224787,3908352,408,3299033,345,9932,31.3,57033
21625,124790,3523716,373,3805912,403,9379,36,92933
21052,222371,1986012,201,3019120,306,8743,44.2,140331
20910,222371,1992564,203,2963320,301,9172,40.4,144110
21384,124834,1972446,204,2602867,269,8366,31,69089
20520,124851,3359706,370,2694731,297,8416,42,113955
20629,124852,3383940,378,2724174,304,9089,47,94702
20723,124861,1472394,159,1661201,179,8148,18.9,64375
20846,224863,1658874,176,3392820,361,9614,40.8,62477
20955,224863,1443414,152,2808560,296,8901,43.3,54197
17433,124865,1813686,297,1366220,224,9040,33.4,54167
21182,220014,1761018,181,3083590,317,9469,41.4,115118
20395,124891,4380558,449,3868286,397,8809,41.3,82334
19182,224097,5572602,703,4106348,518,8210,59,55048
21677,224899,4083156,435,3652541,389,8959,31.8,100241
21660,224899,3888948,421,4107385,445,9688,36.3,95399
21880,224899,4262706,458,3732039,401,9041,31.5,80348
21040,224902,4039182,435,4251992,457,9795,36.5,107076
21365,124908,2291772,237,2574866,266,7633,30,41371
