Total Depth,Central Tank Battery,fluid_gal,fluid_gal_per_ft,propp_lbs,propp_lbs_per_ft,max_treat_press,max_treat_rate,cum_oil_365
20620,225231,10374714,1174,4034787,456,8509,83.8,115519
21388,124932,3433374,341,3436308,342,37,8690,86506
21049,124933,3297126,338,3425029,351,8424,37,105957
20878,124941,3211908,336,2841441,297,9136,41,134594
20853,124942,3365418,365,2825132,306,9016,52,123400
20683,124943,3273900,352,2828028,304,8277,48,157485
20920,224946,2870490,293,2722160,278,9564,40.2,180235
21015,224946,3029124,305,3461940,349,9292,40,189253
21093,224948,3162936,317,3429980,344,9621,39.6,196250
21124,224948,2999010,300,3568775,357,9730,43.3,198079
21445,224955,3515316,348,3702000,367,8757,57.1,112121
21513,224955,3456558,342,3246000,321,8688,58,93538
21418,224955,3387972,337,3298000,328,8867,59.7,123268
20807,224975,1593522,167,2777960,292,9504,41,67739
21612,224975,1750392,169,3377840,327,9386,42.5,75967
20685,224991,2011884,232,3500000,404,7871,40,200130
22013,124996,2638188,258,3602408,353,8692,36,109272
21622,124997,2635290,262,3563880,355,8549,27.8,105317
21578,124998,2845122,282,3592640,357,8204,36.3,105118
21548,223524,3572961,354,3521700,349,8765,56.2,74554
21426,223524,2913708,289,3342620,332,8809,59.9,113428
21515,223524,2913708,291,3518680,351,9096,55.5,111566
20764,125005,1072945.584,257.6593754,1698729.026,388.8363551,7267.977307,39.0579249,153179
21165,225018,1735356,185,3097380,331,8750,41.5,62521
21165,225018,1591632,163,2932740,302,9201,41.4,57280
19703,125032,9986466,1188,4023760,478,9300,80,107068
19839,125035,2512566,288,4001940,459,9148,44.4,66073
20615,225036,2986158,324,3712665,403,8334,31.4,103943
20468,125048,2805222,307,3445120,377,9070,38.1,117836
20680,125057,1469160,151,1925989,198,8328,28,105395
20356,125058,1251096,132,1887838,200,7344,30.6,123611
20376,125059,1424724,150,1921262,202,7547,29.8,110962
21352,125065,3405276,346,2922580,297,8437,41,139319
20804,125111,3691548,389,3358147,354,7773,40,128666
21238,125112,8826216,878,3659974,364,8530,60,73502
21250,221209,1646610,166,3317960,336,8777,41.5,72571
20584,125144,1322958,135,1388648,142,7402,26.9,113442
21116,125145,1503222,145,1276203,123,8333,25.7,164519
20790,125146,1254330,128,1404047,143,6755,25.9,99197
20924,125147,993303.1759,340.5437413,1065115.298,365.8153792,7429.443113,34.86081899,143253
20922,223288,1761102,184,3473640,364,8993,41.3,99601
20360,221452,3068016,343,3877378,434,8141,27.1,77249
20660,221452,3034374,330,3881876,423,8234,25.4,86695
20411,125161,2015748,223,33500000,3717,7684,40.5,101526
21332,222880,3072552,305,3396712,337,9366,33.3,150245
21116,222880,3048780,308,3245540,328,9645,45.9,134289
21123,222880,3313968,337,3078555,313,9463,41.1,108908
21002,219898,2980824,300,5362580,540,9309,40.5,160989
20962,219898,2862636,293,4718180,483,9311,43.5,133181
20718,125225,1416870,152,1606038,173,8019,28,91192
21330,125226,1359582,136,1623032,162,7780,30.2,93141
21086,125227,3467562,349,3052028,308,8474,37,97161
20941,125228,3337068,346,2825698,293,8283,40,94496
20632,125229,3262812,347,2848973,303,8577,38,113591
20420,225231,8216292,941,5926029,679,9537,60.6,98656
21225,225231,10620204,1078,3833098,389,9394,81.4,100073
20029,125257,2105376,232,3910370,431,8682,40.9,60884
20788,125258,2961294,293,5901300,585,8572,41.4,66806
20798,125266,1994118,213,1562881,167,8503,30.2,80035
20295,225036,3054870,343,3556543,399,8385,31.3,94732
20910,125270,2758098,289,3613660,378,7878,33.6,90201
20880,125271,2599422,273,3556900,374,8489,37.4,104582
21081,125301,3249918,348,2652380,284,7777,45,153226
20758,125302,3525396,396,2553640,287,8341,46,196080
21045,223278,2979060,300,2634300,265,9417,38.2,118599
20765,223278,2729790,281,3018440,311,8933,40.1,129516
20750,223278,2766120,285,3278910,337,8960,38.2,133311
21527,125351,1330518,132,1648364,164,7956,30.8,101190
21442,125352,1340934,135,1565754,158,8025,28.8,101094
21525,125353,6875904,679,3675649,363,9207,67,47551
21536,222066,1732836,169,2538320,248,8749,40.5,67081
15631,125358,1602594,335,1546029,323,8342,38,66590
16165,125359,1800918,376,1749108,365,8027,37,72210
20736,125375,3088554,317,2475680,254,8714,30.4,54014
20844,125377,2881200,293,2487780,253,8411,30.2,62537
19786,224991,2580900,317,3350000,411,7710,40,187455
20833,218437,2501394,260,3646650,379,8254,32,106984
20870,218437,3752658,388,3799334,393,8848,38.3,112013
20580,225402,1758834,182,3292220,340,9093,43.5,91960
20500,125421,5786130,617,3670057,391,9130,73,79745
20788,125432,2100462,244,3027580,352,8306,36.7,95268
20700,125433,2538396,291,3324180,382,8260,37.9,105128
21131,125440,2966586,302,2884780,294,9653,31.1,134729
21194,218361,2874396,288,3390160,340,9096,32.1,171217
20989,218361,2873304,295,3287640,338,9103,31.5,150748
21244,125455,2601606,266,3597660,368,8665,29.9,79736
21225,125457,2677122,274,3600780,369,8374,30.4,71013
19461,125465,8543220,985,3188628,367,8666,76.5,42319
20885,125488,3218250,322,3972894,397,7665,40.7,97640
21339,224955,3279402,327,3347200,333,9203,56.2,118015
21042,225521,3091956,345,3853866,430,8289,31,150988
20899,225521,3062850,330,3876563,417,8534,31,136846
14273,125542,1252356,364,2067500,602,9471,34.8,81813
14578,125543,1334466,363,2271960,618,6784,33.2,77906
20870,125551,3510066,359,3462240,354,7189,38,211388
20503,125559,2288160,243,4013689,427,9791,25.1,64137
20971,218361,2435412,244,2898738,290,9620,30.4,141291
20917,218361,2568594,267,2824337,293,9532,32.1,141260
21090,222100,4023642,404,3826701,384,9406,36,66382
20650,218437,3321024,352,3621048,384,9212,38.1,121868
20540,125578,4333686,422,3339573,325,9883,7525,86430
20302,125579,3331188,344,5930600,613,8461,43.2,88884
20880,219738,3379194,358,2366001,250,8534,35.9,37506
20710,219738,3408636,364,3730589,399,8284,31,91475
20885,219738,3178686,336,3368578,356,8380,31,60765
20650,225648,9896166,1076,3860597,419,9638,85,125993
20059,225648,8737008,1017,3603056,419,9637,83.4,80363
20749,125652,3515694,381,3785960,410,8800,31.2,58677
21332,125657,2800014,280,2769020,277,9514,38.3,101738
20740,225658,2603370,275,2756640,291,9149,39.1,111683
21239,225658,2773470,278,3094420,310,9190,38.3,138605
20955,125660,9234162,935,3496735,354,9325,77.2,76978
20994,225717,3434172,394,3750049,430,8278,32.1,113712
20872,225717,3427704,370,3725027,402,8333,31.5,112607
20920,225731,1725570,181,3173960,334,9122,41.6,110992
21094,222457,1614942,167,3162950,327,9475,40.7,75812
21417,125743,2649150,265,3601620,360,8460,34.9,105094
21697,125744,2743272,269,3597680,353,8204,36.7,87771
21198,125774,2165772,232,3330300,357,7729,41,96948
21567,125789,1583946,159,3061020,308,8367,41.1,74783
20840,225790,1796214,191,3137280,334,8537,44.4,78896
21801,225790,1764000,171,3040360,295,8596,80.2,86487
21207,125824,2605134,261,3487031,349,8801,35.9,95010
20630,125825,2768808,300,3584145,388,8183,32.8,112911
20774,225845,9100350,1018,3802474,425,9244,71,88626
20910,218437,2165478,223,3619093,374,9714,38.2,114856
21157,225861,2828574,285,3307600,334,8923,36,126905
21034,225861,2662716,271,3137440,320,9640,38.2,129637
20204,224128,1958502,206,3284431,345,9510,40.7,67552
20204,224558,2087904,221,3695660,391,9260,37,57855
20515,225889,2951298,340,3610520,417,8228,33.3,82839
14945,125894,1371258,339,2388500,590,8084,45.7,81452
20735,222834,10505334,1151,8501355,931,9474,80.5,66459
21048,220428,1713936,175,3240600,332,8522,40.5,60801
20900,125942,1810620,191,3476376,367,9037,40.3,61804
21030,125994,2588628,270,3598700,375,8037,31.5,77128
21088,220654,1657614,170,2979820,307,10200,41,71880
21120,126025,2130198,215,3458180,350,8864,28.9,128274
20914,126026,2967510,309,3242800,338,9921,29.2,90581
21125,126055,1703184,175,1557517,160,8206,25.6,84342
21164,126060,2566788,261,2108080,214,9553,40.3,92222
20645,224622,1861188,212,2095920,239,7958,35.5,158232
21615,224622,1918308,194,2638800,267,7914,36,151801
15191,126111,1124466,263,1425368,334,8246,29.4,40738
21385,223524,1122049,111.5,1433266.5,142.5,8796.5,40.3,104463
20408,126214,2647134,283,3584360,384,9804,36.4,176227
21014,224546,3403176,358,3770553,397,9091,32,89405
21394,224546,3439338,322,3686190,345,8525,32,87505
16108,226234,1395870,294,1407686,297,9425,38.3,132535
22700,126248,2786070,266,4110240,393,8231,30.2,93873
21956,126251,2416890,236,3600646,351,8290,30.4,96443
21550,126252,2523906,249,36705660,3622,8135,28.3,90689
20757,224668,866712,94,3867900,423,9353,95.4,80492
20420,226297,2229318,245,3372260,372,9624,41.1,83655
21776,126305,2764734,268,3559334,345,8799,31,104733
21086,126637,3028074,318,3580512,376,7628,27.7,60013
14743,117929,1722478,364,3042180,642,9104,34.6,38478
20105,117940,1953942,215,3397570,375,7411,44.5,117500
14946,118158,935352,187,1850000,370,8922,33,59438
21630,118316,1274238,132,2787757,290,7943,29,104080
19200,118885,1952783,230,3501620,413,8148,36.8,95953
18050,118886,1494150,186,2829340,352,9648,47.2,92585
15771,118991,995128,184,1512668,280,5236,32.1,84719
20663,119467,924660,91,3447380,339,8049,31.5,59341
19457,119630,2168705,234,3756540,406,9267,36.1,129918
20889,119683,2056131,205,3680069,367,7627,34.3,96811
19543,119957,936600,101,2627480,284,6706,35.6,93437
20524,120271,1858290,185,3533211,353,8248,32.9,87521
20300,120274,1028622,106,2766720,286,6942,33.5,112455
20000,120289,1639050,165,3580513,361,8917,35.9,133812
23036,120290,2833757,224,4471934,353,7015,33.3,115941
19909,120291,1984604,205,3553940,367,8900,32.6,113617
19549,220454,1076460,117,2281180,248,7054,31.2,85873
19525,120494,633115.1335,112.5310261,1569038.076,276.1320401,6113.404056,32.11623498,62259
16834,221091,1070580,153,2014894,289,8490,37.7,57590
16596,221091,1088556,163,1823163,273,6605,36.3,54210
20175,121093,1662570,164,3040321,300,8052,39.1,76993
16919,221116,1331960,194,2175655,317,8096,41,68606
19307,220454,870114,95,2187660,240,6342,30.4,99864
19389,121286,883092,96,2392720,262,7625,35.1,43609
19513,121764,1158528,126,2163609,236,7949,33.2,55216
20040,121765,868854,90,2593225,269,7931,34.7,56467
17149,221116,1307754,182,2234642,312,6854,37.6,51792
19461,121852,720258,80,1238822,137,6835,35.8,90103
20133,121853,850038,88,2370123,246,6545,36.5,35834
19465,222489,1214220,134,2284194,252,8230,36,88196
19340,122718,1610280,173,2500240,269,8989,32.6,73777
20116,222489,1224216,125,2579417,264,7039,36.1,54196
18820,224419,2606352,299,2976990,341,7957,40.5,63152
18810,124420,1723974,203,2670940,315,7769,39.7,73204
18754,224419,2575986,293,3016360,343,7855,39.1,64865
13724,117290,976500,235,1485728,357,6275,24.8,106219
20350,117355,3588270,368,4021580,412,9447,41.5,174642
19418,117445,3575670,376,3830720,403,9280,41.6,85344
13439,117595,1012158,286,1495660,422,5227,25.4,57200
18744,117766,2505342,276,2992052,330,7397,34.8,97519
19893,216871,1000062,103,2422700,251,4471,35.5,177442
19531,117793,2449566,257,4424496,465,810,28.8,110263
19419,117822,2622060,274,4556476,477,8552,28,69294
13813,117826,1069656,258,1510709,364,4948,21.4,126299
13670,117836,1329384,331,1717883,428,8160,23.8,117649
19185,117841,1045170,113,2055000,223,6737,33.4,202248
20939,215925,1697682,161,1097939,104,8843,39.4,61172
15270,117864,1058232,205,2101700,408,8973,99.8,125021
19744,217092,859614,91,2333420,249,6225,39.9,249573
15595,117879,524832,106,1035000,210,6000,35,34191
19810,117893,2624118,267,4089674,416,8436,33.1,30120
20144,217895,827610,85,1895400,196,4365,31.3,150970
19216,117897,1441778,154,2481520,266,6773,37,57098
19576,217907,853314,92,2381500,257,4245,35.7,239106
19545,217032,1053738,115,2422800,266,4590,36.2,165895
20221,217912,990318,97,2333700,229,4201,36,316786
20100,217158,795102,83,1940300,203,4563,38.1,212927
20120,217935,1444800,154,2869200,306,5469,33,118368
20098,117966,1610532,176,1850040,202,7212,37.5,54528
20060,218003,1305360,138,2439200,258,5646,24,95491
15561,118027,798672,170,877148,187,3955,34.9,67134
20074,118040,930846,105,2656040,302,7945,33,122172
19574,118042,1810998,190,1811760,190,7206,25.6,61602
13517,118076,1446816,356,1801220,444,8680,27.9,74282
19950,118088,61492.16529,983.5757576,145180.854,2405.088154,6687.099174,36.4969697,161079
20100,218098,907704,93,1696400,175,4604,26,150020
13670,118113,1191078,294,1789132,442,4512,24.6,92390
13318,118146,1059618,289,1645071,448,7364,39.4,79900
20011,118169,866250,99,777795,89,8908,39,48259
19548,218176,1095024,115,2124400,224,4666,36.4,125891
14434,118181,788634,181,1662714,383,9351,22.3,64086
19622,118200,882756,91,2078480,215,7218,36.8,273510
19220,118209,2363130,309,2406971,315,6372,57.1,200532
18867,118232,2339274,258,3327202,367,7530,35.4,127397
19240,118238,1258614,137,2624300,286,6776,31.2,150040
18800,218254,2458806,269,3174660,347,7295,35.8,133297
20410,218268,1230894,129,2356600,248,5489,27.1,75132
19827,217603,980532,105,2277300,244,4672,35.7,185445
15453,118312,1052268,73,1682160,116,6115,33.3,127703
20051,218318,1115394,118,2709000,287,5010,34.5,122129
19430,118320,1738716,194,3353480,374,6856,40.8,54800
18475,118325,1999326,235,2916281,343,7535,40.9,149834
19450,218331,1722478,187,3042180,331,9104,34.6,111482
20225,218342,1356474,144,2430100,258,5339,33.2,131464
15509,118345,523240,101,1382400,269,6415,38.6,88679
15825,118346,520924,96,1318825,244,6872,35.6,84151
15471,118350,917112,179,2039770,398,8297,36.4,92347
20000,118362,974484,105,2597113,281,6532,49,88245
14502,118366,859950,254,2673385,790,6428,31.2,128600
14156,118368,1000188,240,1855100,445,7578,32.4,113916
20030,118371,2833110,310,3642780,398,9500,46,103452
19098,118373,187446,20,2726316,304,6834,59,122949
18719,218390,2294250,270,3167576,373,7552,33.2,145186
19790,217133,940212,102,2246500,244,4727,35.4,157146
19993,217895,1017744,107,2451800,259,5243,34.4,165931
19795,218098,831852,88,2145900,227,5041,35.7,157475
16050,118408,491484,82,897179,149,6843,42.2,344137
19500,217081,1118502,119,2583800,274,3999,36.4,259744
14854,118428,900858,189,1869800,394,7783,31.8,115808
19830,118434,945136,108,2585570,297,7297,55,80827
19858,216981,764780.0216,88.90948033,272451.4171,30.24805546,8279.893924,27.34160185,58715
19100,118447,1752744,197,3174960,357,7430,37.8,64996
14680,118457,988764,243,2030608,500,7400,33.8,101186
19735,218004,991956,104,2509800,265,5024,34.9,176425
19825,218466,1858584,200,3150012,339,6845,37.8,68904
20067,217072,1166676,118,2394880,243,7308,42.8,125862
19470,217575,796068,85,2057700,220,6843,34.7,197335
14705,118495,1086246,248,2145900,491,6888,32.7,125401
18616,118499,2091306,247,3978160,471,7324,33.8,162378
20119,218501,1753836,191,1683145,183,8828,62,63080
18730,118505,1547448,202,2651588,346,6091,23.2,87197
19473,217080,946667,103,2426376,264,6888,46,194237
19750,118514,943866,107,2505911,286,6881,50.5,121354
18780,218046,783300,88,1266910,143,6914,25.5,33447
18405,218046,633024,72,1346223,153,7467,27.8,64111
18294,118528,2373840,268,3096484,349,8004,45.3,109949
18950,217612,872802,99,2365400,270,3864,33.7,255235
20019,217134,923622,96,2332160,244,6272,45.3,203464
19444,217935,1450344,168,2799790,325,7726,46.5,95231
17966,118539,2062956,250,3511354,426,3297,25.8,81790
19350,118547,2934288,324,3673580,406,9589,43.9,127148
19693,217391,896784,92,1968020,202,6227,43.4,185533
19810,218553,1237740,131,2575920,274,6746,45.7,127958
18019,118555,2251662,263,3684399,431,7091,26.8,66075
19333,218213,1004598,109,4249500,462,2443,21,146855
20410,218566,1349376,139,2971720,307,7878,42.7,80682
19600,118568,0,0,0,0,6969,51.4,67148
14153,118569,1199814,275,2215627,507,5385,22.8,75976
19863,218055,1942332,209,4107420,443,7689,42.8,203324
14873,118574,926898,209,2471200,558,7255,39.1,91073
19826,118575,2037042,219,3899610,419,8300,30.8,198549
20018,118590,110460,25,200000,46,7311,30,58221
19460,118595,2192946,244,3950380,440,6903,33.3,164115
19716,216881,1171086,118,875289,88,6260,28.4,93758
19635,216881,1254540,124,1126184,112,6796,28.7,55268
18734,216881,1620948,171,1118233,118,7375,31.2,36985
14606,118617,989016,227,2123300,487,7398,31.9,106958
15511,118619,893504.0937,234.3920328,1669611.92,438.5539408,6907.416652,35.20191486,46906
14885,118621,981498,227,2102600,486,7014,32.3,77079
19710,118628,3478104,378,3984460,433,8994,46.3,181824
19521,217794,947982,99,1976080,208,6587,52.8,209526
19964,218277,1975554,216,3901740,427,7857,50.1,167799
16112,118647,741539,122,1838740,304,6195,37.7,74340
14670,118648,1079274,245,2836340,645,4683,27.8,37022
19750,118654,3274698,350,3795608,406,9099,52.7,188000
19875,217389,1237446,146,343792,40,7850,50,84252
19804,218677,1229844,141,2022679,233,7856,72.2,63674
14883,118688,1023582,95,785278,72,7668,23.1,45574
23065,118692,1051722,95,2609200,237,8275,52.2,92078
22985,118693,1198134,99,3387780,279,8198,59.6,99880
18635,118705,2246160,253,3156235,356,7313,33.5,116631
20272,218318,2069550,213,3806480,392,7636,153.4,186031
14576,118712,1213212,280,1812950,418,7082,36.5,128125
19484,215925,1533672,180,1804773,212,6845,23.1,76337
19535,215925,1106490,117,887616,93,7723,27.8,48741
19824,118735,5414640,610,282297,31,9636,35,197750
19638,218737,1430856,157,1564468,171,7645,34.6,111712
20467,217643,1074527.239,146.8191342,2406898.324,241.1251523,6924.649801,66.38885731,119553
20225,118744,3361008,353,3948140,415,9742,60.7,133337
21910,118749,881632.8601,108.2705868,1744320.589,213.5995532,7979.229534,34.65837962,115576
19257,118750,1003342.951,232.4493759,1781123.87,410.5540915,7415.999307,31.83606103,134190
19025,218754,1614606,190,1722162,203,8747,42,94547
20210,218760,3198804,362,3671960,415,8661,54.6,128685
19216,217357,1105146,132,2240360,267,8721,37,81366
19873,215925,1189398,124,4562,0,7212,52.9,43094
20401,215925,1782480,201,1005104,113,8642,41.6,47181
20300,118784,3298638,333,4014100,406,9430,40.4,171494
14460,118792,863436,220,1491930,381,6480,30.8,36529
19594,217603,1123752,125,2447480,273,7474,45,104222
19496,118808,1230978,136,1921000,213,3767,20.5,51887
14452,118827,987672,231,1765323,414,8836,29.5,159913
20036,118828,1910496,255,3022626,403,3885,28.4,174995
20147,216981,1309014,135,478928,49,8693,29.1,95077
20878,216981,1794660,180,493380,49,7808,30.4,109633
20150,225636,939414,98,2160740,226,5989,37.7,143506
19587,218855,3186624,340,4496210,480,7756,36,88153
15436,118865,893298,190,1864700,397,7116,31.1,119939
20450,218869,1229256,125,2509900,256,7089,48.5,88367
15170,118870,1044162,225,2100100,452,8127,33.8,122629
