API,bottom,file_number,fluid_bbl,fluid_bbl_per_ft,fluid_gal,fluid_gal_per_ft,ft_per_stage,lateral_length,max_treat_press,max_treat_rate,propp_lbs,propp_lbs_per_ft,stages,top,treatment_date
33061016240000,20905,20139,26479,2,1112118,120,9193,9193,8060,31,2482180,270,1,11712,11/28/11
33053004040000,13437,2316,47,0,2000,0,4725,4725,0,0,0,0,1,8712,11/28/11
33061901520000,5401,90152,30,0,1300,3,331,331,0,0,0,0,1,5070,11/28/11
33025012860000,20305,20321,29644,3,1245048,134,9287,9287,8223,36,2683840,288,1,11018,11/28/11
33053037620000,21145,21473,50783,5,2132886,225,363,9461,8065,31,2475061,261,26,11684,11/28/11
33089006480000,20883,21213,38634,4,1622628,175,618,9272,8993,46.8,2075780,223,15,11611,11/28/11
33053036500000,20519,21052,79799,8,3351558,375,8929,8929,9190,39.2,3190915,357,1,11590,11/27/11
33105021750000,19012,20650,54732,5,2298744,244,313,9412,6595,31,2591592,275,30,9600,11/27/11
33105022670000,20038,21067,52420,5,2201640,239,9191,9191,0,0,2982429,324,1,10847,11/27/11
33061018710000,17171,21438,26151,3,1098342,160,6823,6823,7949,0,1164560,170,1,10348,11/27/11
33025012830000,20656,20300,60502,6,2541084,256,9890,9890,7006,50,1289294,130,1,10766,11/26/11
33053901790000,6080,90179,119,0,5000,29,172,172,2000,4,0,0,1,5908,11/26/11
33053034410000,15723,20326,17593,3,738906,155,476,4765,6420,40,1285700,269,10,10958,11/26/11
33025013990000,15153,20983,11319,3,475398,127,310,3729,9236,44.8,1055480,283,12,11424,11/26/11
33061018130000,17815,21171,38789,4,1629138,187,333,8680,5166,21.9,2689399,309,26,9135,11/26/11
33105022550000,19896,21040,70396,7,2956632,323,9147,9147,9085,37.6,3047287,333,1,10749,11/26/11
33105024450000,20608,21870,68949,6,2895858,288,401,10043,8969,35,2859275,284,25,10565,11/26/11
33053034360000,20678,20319,12248,10,514416,421,305,1220,7819,42.6,456859,374,4,19458,11/26/11
33053034900000,20744,20462,2458,0,103247,11,9374,9374,9037,0,3785100,403,1,11370,11/25/11
33033003060000,19790,20969,44391,4,1864422,203,9143,9143,8830,0,1772500,193,1,10647,11/25/11
33053034410000,20927,20326,7446,1,312732,66,467,4674,6770,38,344200,73,10,16253,11/25/11
33061017910000,20572,21061,25001,2,1050042,105,9997,9997,0,0,1662500,166,1,10575,11/24/11
33025014560000,21082,21461,21571,2,905982,90,10019,10019,7844,31.7,2941860,293,1,11063,11/24/11
33061018250000,15601,21230,29172,4,1225224,209,5837,5837,7500,40,1680000,287,1,9764,11/24/11
33105022910000,8888,21161,36,2,1512,94,16,16,1723,1.6,0,0,1,8872,11/24/11
33061015560000,18665,19854,45176,5,1897392,227,8331,8331,6730,26.5,3471326,416,1,10334,11/24/11
33105020060000,20381,19778,64034,6,2689428,291,9212,9212,8518,36.3,4347271,471,1,11169,11/23/11
33105022840000,21123,21146,19317,11,811314,484,279,1676,9341,36,662342,395,6,19447,11/23/11
33105020560000,19582,20023,71364,7,2997288,332,9025,9025,8636,0,4988534,552,1,10557,11/23/11
33013015920000,13782,21448,54489,11,2288540,499,4585,4585,8527,45.4,2375413,518,1,9197,11/23/11
33105023450000,20390,21414,68426,7,2873892,309,9282,9282,9094,0,4568534,492,1,11108,11/23/11
33105023180000,19949,21268,87652,9,3681384,411,248,8948,8433,40,6557807,732,36,11001,11/23/11
33053034400000,16026,20325,21079,4,885318,177,554,4991,6045,40,1608800,322,9,11035,11/22/11
33023007370000,18243,21147,46729,5,1962656,216,9081,9081,9002,90,19593,2,1,9162,11/22/11
33025014010000,15660,20985,19429,4,816018,184,4412,4412,8664,41,1670340,378,1,11248,11/22/11
33023007070000,19200,20684,42052,4,1766201,196,8986,8986,8716,42,1768838,196,1,10214,11/22/11
33105022810000,20410,21138,74287,7,3120054,334,252,9338,9930,44.8,3302280,353,37,11072,11/22/11
33053901230000,5492,90123,92,0,3864,23,168,168,1348,5,0,0,1,5324,11/22/11
33053025550000,11278,15344,47,2,2000,125,16,16,0,0,0,0,1,11262,11/21/11
33053034400000,20920,20325,17798,4,747516,171,395,4350,6750,39,1027800,236,11,16570,11/21/11
33023006850000,18492,20341,27665,2,1161930,115,385,10035,6770,26.6,2080920,207,26,8457,11/21/11
33061017950000,17934,21094,24672,3,1036224,143,7224,7224,9219,0,1631800,225,1,10710,11/20/11
33053036860000,20780,21191,55120,5,2315040,241,9600,9600,7629,31,2856031,297,1,11180,11/20/11
33025012450000,19807,20114,56949,6,2391858,254,9407,9407,8857,52,3286788,349,1,10400,11/20/11
33053036340000,18703,20961,49688,6,2086896,258,8064,8064,8796,34,3171751,393,1,10639,11/19/11
33105023240000,21000,21302,61017,6,2562714,265,9658,9658,7756,31,2588704,268,1,11342,11/18/11
33053901700000,5270,90170,214,0,9000,23,380,380,1400,9,0,0,1,4890,11/18/11
33023007240000,17688,20837,33987,3,1427454,153,9316,9316,7041,26.5,2399060,257,1,8372,11/18/11
33061018280000,19405,21237,28397,2,1192674,123,458,9630,6791,32,1420072,147,21,9775,11/18/11
33025013520000,20211,20675,72502,7,3045084,319,9536,9536,8180,0,4112508,431,1,10675,11/18/11
33053036380000,21230,20973,54433,5,2286186,233,9803,9803,7510,31.2,2876090,293,1,11427,11/18/11
33025008870000,20337,17891,25787,2,1083054,121,8919,8919,8061,28.7,2573580,288,1,11418,11/17/11
33061018420000,19303,21319,81266,8,3413172,359,263,9486,7849,34.5,5190103,547,36,9817,11/17/11
33025014020000,15252,20986,12942,3,543602,137,3948,3948,8740,38.1,989600,250,1,11304,11/17/11
33061015790000,18167,19945,46583,5,1956486,233,8380,8380,6094,24.4,3939833,470,1,9787,11/17/11
33013015930000,6249,21455,71,4,3000,176,17,17,1700,1.5,0,0,1,6232,11/17/11
33105022420000,19935,21008,60488,7,2540496,295,8602,8602,8350,31.7,4187931,486,1,11333,11/17/11
33053034720000,20300,20407,74826,7,3142692,333,9418,9418,8672,0,4539124,481,1,10882,11/17/11
33061015660000,20636,19900,46833,4,1966986,201,9754,9754,8008,0,3992800,409,1,10882,11/17/11
33053034420000,20998,20327,8814,3,370188,154,398,2391,7541,39,448000,187,6,18607,11/16/11
33013015900000,11516,21423,57963,17,2434447,752,3236,3236,7042,35.9,2625619,811,1,8280,11/16/11
33053036970000,21216,21250,48943,5,2055606,211,9705,9705,8121,31,2882611,297,1,11511,11/16/11
33105021870000,19654,20723,70716,7,2970072,327,9068,9068,8671,38,3023078,333,1,10586,11/15/11
33025009610000,20286,18272,58650,6,2463300,264,9311,9311,6904,49.1,1291680,138,1,10975,11/15/11
33089006530000,20180,21483,30572,3,1284024,137,9341,9341,8500,0,2054700,219,1,10839,11/15/11
33023007390000,17875,21162,41382,4,1738044,183,9446,9446,7100,40,2000000,211,1,8429,11/15/11
33025014200000,21325,21204,51698,5,2171316,224,9693,9693,8172,31.5,1633905,168,1,11632,11/14/11
33061017590000,20190,20907,75517,7,3171714,323,9807,9807,9545,40.3,3694459,376,1,10383,11/14/11
33061017600000,20018,20908,77992,8,3275664,345,9483,9483,9787,38.3,3776980,398,1,10535,11/14/11
33023007150000,18854,20792,32022,3,1344924,133,10094,10094,6884,27,2418360,239,1,8760,11/14/11
33023006900000,18396,20486,50487,5,2120454,211,10023,10023,8180,54,2054820,205,1,8373,11/14/11
33105020870000,19484,20145,62012,6,2604504,278,9352,9352,8631,38,2691802,287,1,10132,11/14/11
33009022280000,6997,19682,0,0,0,0,117,2817,0,0,0,0,24,4180,11/14/11
33025013650000,20090,20797,52809,5,2217978,244,9069,9069,8219,30.7,2825927,311,1,11021,11/13/11
33025012790000,20624,20278,47343,5,1988406,211,9385,9385,8228,45.8,12764200,1360,1,11239,11/13/11
33061016990000,20250,20533,26690,2,1120980,114,9776,9776,7690,0,1088180,111,1,10474,11/13/11
33105023250000,20445,21305,57401,5,2410842,250,9617,9617,7070,31,2506870,260,1,10828,11/13/11
33105023330000,20364,21336,53634,5,2252628,235,9554,9554,6954,31,2562703,268,1,10810,11/13/11
33053034390000,12087,20324,6928,7,290976,305,952,952,5323,40,432500,454,1,11135,11/13/11
33105020240000,18875,19857,68839,9,2891238,392,7365,7365,8400,31,3491554,474,1,11510,11/13/11
33053034700000,20573,20399,75368,7,3165456,308,10253,10253,8723,0,456130,44,1,10320,11/13/11
33013015340000,11820,19947,1488,12,62496,534,117,117,6185,17.9,80456,687,1,11703,11/12/11
33089006370000,20260,20893,30985,3,1301370,141,9209,9209,8721,0,2019340,219,1,11051,11/12/11
33053035720000,17331,20719,35417,6,1487514,254,5855,5855,8974,0.3,317591,54,1,11476,11/12/11
33053034390000,20326,20324,27596,3,1159032,149,7740,7740,7132,40,1284900,166,1,12586,11/12/11
33061016830000,18151,20432,46083,5,1935486,225,8581,8581,6152,26,4123679,480,1,9570,11/12/11
33025012850000,20965,20304,26257,2,1102794,115,9547,9547,9064,28.9,2912400,305,1,11418,11/11/11
33061015780000,18989,19944,48606,5,2041452,221,9214,9214,5920,24.2,4288377,465,1,9775,11/11/11
33025011440000,20447,19304,3485,0,146370,15,9435,9435,9350,17,1437,0,1,11012,11/11/11
33053036220000,17331,20903,51919,8,2180598,372,5855,5855,8998,30,2782136,475,1,11476,11/11/11
33105021530000,20278,20534,54819,5,2302398,232,9901,9901,8700,34.5,3624953,366,1,10377,11/11/11
33053033810000,14984,20033,37994,9,1595759,413,3861,3861,0,0,2065973,535,1,11123,11/11/11
33025012270000,20174,20027,50434,5,2118228,233,9090,9090,7799,32.2,3123443,343,1,11084,11/11/11
33053035800000,20607,20738,100176,10,4207392,438,9590,9590,8952,0,366720,38,1,11017,11/11/11
33025006600000,20186,16761,30769,3,1292298,140,460,9203,7041,33.8,2013600,218,20,10983,11/10/11
33053035110000,20895,20531,78889,8,3313338,353,9367,9367,9399,43.8,3424820,365,1,11528,11/10/11
33105022350000,20310,20996,54851,5,2303742,245,9394,9394,8898,34.3,3335566,355,1,10916,11/10/11
33105013920000,5990,12864,128,0,5376,12,415,415,1984,5,0,0,1,5575,11/10/11
33023007110000,18795,20757,29148,2,1224216,121,10082,10082,7424,27,1894820,187,1,8713,11/10/11
33007016620000,20405,19815,32926,3,1382892,148,9330,9330,8732,0,1895300,203,1,11075,11/10/11
33061018350000,19787,21280,32883,3,1381086,151,9129,9129,8917,35,2742800,300,1,10658,11/10/11
33061017530000,20230,20882,26546,2,1114932,116,9589,9589,7914,0,1305440,136,1,10641,11/10/11
33105021270000,20086,20353,79628,8,3344376,367,9091,9091,8567,0,4166181,458,1,10995,11/10/11
33053034380000,16931,20323,0,0,0,0,477,5730,6259,40,1673400,292,12,11201,11/10/11
33053034530000,19825,20342,72345,7,3038490,319,9501,9501,8893,41.4,3068394,322,1,10324,11/10/11
33089006460000,19484,21139,69907,7,2936094,322,9110,9110,7880,45,3594821,394,1,10374,11/10/11
33105005220000,4910,1424,71,0,3000,8,340,340,1730,8,0,0,1,4570,11/10/11
33013015500000,13653,20364,19640,4,824920,168,4908,4908,7131,29.4,1114677,227,1,8745,11/9/11
33053033650000,21336,19959,63079,6,2649318,263,418,10048,8831,57,3405545,338,24,11288,11/9/11
33053034380000,21099,20323,0,0,0,0,458,3668,7495,40,641700,174,8,17431,11/9/11
33053035570000,20884,20683,2432,0,102181,10,9380,9380,9902,31.9,2400062,255,1,11504,11/9/11
33053037560000,20767,21459,127860,13,5370120,585,352,9170,9080,34,3236941,352,26,11597,11/9/11
33023006580000,19260,19709,48849,5,2051658,212,9647,9647,6650,31,2810300,291,1,9613,11/9/11
33053034970000,20487,20478,167980,17,7055160,752,9379,9379,9383,63,2142793,228,1,11108,11/9/11
33023007400000,8402,21163,210,10,8835,441,20,20,3782,5.4,0,0,1,8382,11/8/11
33061017520000,20154,20881,16317,1,685314,71,9637,9637,6291,0,558233,57,1,10517,11/7/11
33105901050000,5000,90105,95,0,4000,34,116,116,1400,8,0,0,1,4884,11/7/11
33025009380000,15286,18129,36189,8,1519958,374,4060,4060,0,0,1849491,455,1,11226,11/7/11
33061018630000,20334,21410,28285,2,1187970,122,9710,9710,8514,0,1341450,138,1,10624,11/6/11
33105021990000,20100,20820,0,0,0,0,9970,9970,6732,26.6,2713000,272,1,10130,11/6/11
33007016770000,20754,20672,34778,3,1460676,149,9741,9741,8883,0,2357480,242,1,11013,11/6/11
33023007100000,17760,20756,29047,3,1219974,135,9028,9028,7814,61.3,2030820,224,1,8732,11/6/11
33053036080000,20440,20863,74475,7,3127950,304,10278,10278,8877,0,4519292,439,1,10162,11/6/11
33105021540000,19627,20535,50318,4,2113356,203,10388,10388,7700,31,3261200,313,1,9239,11/6/11
33025010060000,20090,18488,26126,2,1097292,117,465,9309,8897,33.8,2206660,237,20,10781,11/5/11
33023007400000,8402,21163,22,1,946,47,20,20,3384,4,0,0,1,8382,11/5/11
33061016770000,15339,20406,27900,6,1171800,282,4155,4155,9000,0,1743418,419,1,11184,11/4/11
33061017220000,14900,20667,27900,6,1171800,266,4392,4392,9000,0,1743418,396,1,10508,11/4/11
33061021610000,16100,23173,30296,6,1272432,280,239,4542,8763,31.8,1911973,420,19,11558,11/4/11
33061016820000,18607,20430,40738,4,1710996,206,8298,8298,7182,26,3291622,396,1,10309,11/4/11
33105021450000,20921,20482,50061,5,2102562,213,9870,9870,8663,33.4,3835500,388,1,11051,11/4/11
33053034620000,20730,20380,5601,0,235242,24,9555,9555,8213,41.5,114000,11,1,11175,11/3/11
33023007640000,18880,21451,59848,6,2513616,261,9615,9615,6070,31,3566610,370,1,9265,11/3/11
33105020410000,20046,19964,58683,5,2464686,241,10217,10217,8351,33.8,4263057,417,1,9829,11/3/11
33061016190000,14045,20107,30807,7,1293894,299,4314,4314,7118,30.8,1712698,397,1,9731,11/3/11
33013015660000,13495,20722,65638,14,2756802,616,4471,4471,7159,46.7,2794770,625,1,9024,11/2/11
33105021020000,20880,20188,34265,3,1439130,154,9325,9325,7670,30,1345612,144,1,11555,11/2/11
33105022450000,20547,21014,60354,6,2534868,259,9758,9758,7470,31,257985,26,1,10789,11/2/11
33053035750000,21023,20731,42266,4,1775172,188,9403,9403,8962,32.9,2683689,285,1,11620,11/2/11
33025014120000,18834,21069,74209,9,3116778,417,7457,7457,8415,38.2,3290520,441,1,11377,11/1/11
33105021220000,18692,20294,75949,10,3189858,442,7210,7210,8632,35.5,3152606,437,1,11482,11/1/11
33009022420000,3435,21279,107,7,4500,321,14,14,1260,3,0,0,1,3421,11/1/11
33025010960000,12225,18996,6280,6,263760,289,303,911,6423,39.4,474700,521,3,11314,11/1/11
33025006730000,19341,16817,31674,3,1330308,155,428,8568,7151,34,1877840,219,20,10773,11/1/11
33061017580000,21608,20902,72740,6,3055091,292,10429,10429,7813,0,3991720,382,1,11179,11/1/11
33025012410000,16258,20102,12919,2,542622,110,4927,4927,8612,40.4,1666172,338,1,11331,11/1/11
33061017900000,18843,21055,41924,4,1760808,186,9440,9440,6838,41.7,3099259,328,1,9403,11/1/11
33025006720000,20270,16811,24967,2,1048614,120,8725,8725,8293,32.4,2392260,274,1,11545,11/1/11
33061016100000,20085,20041,4097,4,172074,170,337,1012,7960,21.4,131900,130,3,19073,11/1/11
33061018110000,14171,21166,19340,5,812280,225,3603,3603,7234,36,1736800,482,1,10568,10/31/11
33061016220000,18301,20137,41719,4,1752198,207,8447,8447,5979,24.1,3857207,456,1,9854,10/31/11
33013015830000,14240,21089,63062,11,2648604,490,5398,5398,5760,40.8,2636660,488,1,8842,10/31/11
33025010960000,14033,18996,9202,6,386484,283,340,1362,9020,36,564852,414,4,12671,10/31/11
33055001430000,20300,20274,24491,2,1028622,106,9657,9657,6942,33.5,2766720,286,1,10643,10/31/11
33061017300000,16155,20696,33500,5,1407000,245,5720,5720,7265,0,1531219,267,1,10435,10/30/11
33025010960000,16308,18996,9821,5,412482,225,365,1829,7758,33.7,602000,329,5,14479,10/30/11
33025012220000,21213,19960,75041,7,3151722,317,9941,9941,8709,55,3494590,351,1,11272,10/30/11
33061017440000,20374,20819,232,0,9777,1,9612,9612,0,0,813920,84,1,10762,10/30/11
33105022470000,20855,21016,57906,6,2432052,256,9497,9497,7850,31,2542450,267,1,11358,10/29/11
33007016640000,20037,19882,15381,1,646002,71,9037,9037,9778,0,856931,94,1,11000,10/29/11
33061021820000,19595,23284,38346,4,1610532,177,266,9060,8061,35.4,2111989,233,34,10535,10/29/11
33025010960000,19660,18996,11554,3,485268,166,363,2907,8607,30.7,560600,192,8,16753,10/29/11
33061017980000,20464,21110,79415,7,3335430,324,10287,10287,7284,0,4541467,441,1,10177,10/29/11
33053035660000,20984,20712,76041,8,3193722,337,9467,9467,9495,44.1,3771530,398,1,11517,10/29/11
33053036350000,21080,20966,85760,8,3601920,367,9790,9790,9272,0,4002620,408,1,11290,10/28/11
33013015850000,6116,21329,35,8,1500,375,4,4,850,1.5,0,0,1,6112,10/28/11
33105020210000,20386,19836,71269,7,2993298,328,9106,9106,8640,38,4452250,488,1,11280,10/28/11
33025012420000,14823,20103,8695,2,365194,111,3279,3279,9427,38.8,1111060,338,1,11544,10/28/11
33025013190000,19800,20488,58240,6,2446080,265,9227,9227,8260,34.4,2395000,259,1,10573,10/28/11
33105020090000,19723,19791,64451,6,2706942,283,397,9543,7909,44,2534636,265,24,10180,10/28/11
33061017760000,18599,20951,52460,5,2203320,250,8808,8808,6525,25.7,3994818,453,1,9791,10/28/11
33013014980000,17944,18961,53161,6,2232762,265,8403,8403,5096,22,3564593,424,1,9541,10/28/11
33061017880000,14099,21039,33642,7,1412964,334,4223,4223,5704,33,2618360,620,1,9876,10/28/11
33061901580000,5306,90158,1565,130,65730,5477,12,12,3408,35.4,100923,8410,1,5294,10/28/11
33023007410000,8372,21164,178,9,7500,394,19,19,3752,2.6,0,0,1,8353,10/27/11
33053032340000,20815,19390,80400,8,3376800,351,505,9598,8900,48,2856474,297,19,11217,10/27/11
33053035760000,21545,20732,40471,4,1699782,170,9952,9952,9029,31.8,2510737,252,1,11593,10/27/11
33053034790000,20350,20428,29717,3,1248114,138,8980,8980,9588,0,1170440,130,1,11370,10/27/11
33061015670000,20700,19901,47167,4,1981042,201,9820,9820,7939,0,4059640,413,1,10880,10/27/11
33025012180000,19189,19925,76191,9,3200022,384,8329,8329,7702,38.4,3693601,443,1,10860,10/27/11
33061015640000,20286,19896,53724,5,2256419,248,9096,9096,0,0,3540714,389,1,11190,10/27/11
33025013680000,20807,20808,58614,6,2461788,257,9546,9546,8012,30.8,2120584,222,1,11261,10/26/11
33089006250000,20200,20124,50380,5,2115960,225,9387,9387,8840,0,2716720,289,1,10813,10/26/11
33061005870000,4983,16862,87,0,3654,30,121,121,1193,0.3,0,0,1,4862,10/26/11
33061016180000,19265,20099,19320,2,811440,87,9265,9265,5568,31.1,1700000,183,1,10000,10/26/11
33061018390000,20388,21315,52949,5,2223858,231,9603,9603,7250,32.1,2773163,288,1,10785,10/26/11
33025013050000,12647,20435,29116,19,1222872,827,369,1478,6100,40,1540200,1042,4,11169,10/25/11
33025012840000,20686,20303,19956,2,838152,90,9302,9302,8067,34.3,2684980,288,1,11384,10/25/11
33053034320000,20844,20312,74540,7,3130680,331,9450,9450,9341,0,3323820,351,1,11394,10/25/11
33025013200000,19216,20489,55094,6,2313948,265,8702,8702,8550,45.5,2820000,324,1,10514,10/25/11
33061015920000,16899,19993,43386,6,1822212,291,6254,6254,7925,30,2618360,418,1,10645,10/25/11
33053032840000,20550,19660,78412,8,3293304,346,9500,9500,8245,31.5,4396529,462,1,11050,10/25/11
33025013690000,20970,20809,59465,6,2497530,258,9648,9648,8364,30.5,3015281,312,1,11322,10/25/11
33025013660000,21500,20806,59132,5,2483544,243,10218,10218,7715,30.4,2132669,208,1,11282,10/25/11
33025013670000,21490,20807,59132,5,2483544,243,10200,10200,7715,30.4,2959045,290,1,11290,10/25/11
33105018660000,20268,19123,3045,13,127890,581,220,220,8441,38,33489,152,1,20048,10/24/11
33013015840000,18639,21103,25716,11,1080072,471,229,2291,9787,39.6,1266327,552,10,16348,10/24/11
33025013050000,14426,20435,25341,18,1064322,796,334,1336,6122,40.5,1142200,854,4,13090,10/24/11
33105022480000,20032,21019,74066,7,3110772,333,9337,9337,9038,0,4508968,482,1,10695,10/24/11
33025013050000,16204,20435,16406,9,689052,387,444,1778,7220,40,701300,394,4,14426,10/23/11
33105019260000,18884,19405,68897,9,2893674,387,7469,7469,8074,34.4,3507281,469,1,11415,10/23/11
33033003040000,18614,20763,39318,5,1651356,217,7584,7584,9260,31.6,2192730,289,1,11030,10/23/11
33053035840000,19250,20753,45062,5,1892604,249,7585,7585,9313,32,2326153,306,1,11665,10/23/11
33025013180000,19900,20487,46787,4,1965054,206,9523,9523,9426,35.2,3516784,369,1,10377,10/23/11
33061014830000,19321,19521,58870,6,2472540,262,9415,9415,8043,0,4005450,425,1,9906,10/23/11
33061015100000,21185,19620,61305,6,2574810,254,10125,10125,8425,0,3995800,394,1,11060,10/23/11
33053012440000,5861,8267,59,0,2500,7,314,314,2000,2,0,0,1,5547,10/22/11
33023007410000,8372,21164,23,1,1000,52,19,19,2500,2,0,0,1,8353,10/22/11
33025012120000,21649,19907,57866,5,2430372,234,575,10365,9216,49,2755460,265,18,11284,10/22/11
33025013050000,19799,20435,4366,1,183372,58,392,3139,7217,40.7,128800,41,8,16660,10/22/11
33025013060000,19799,20436,46610,5,1957620,226,431,8633,7217,40.7,2210000,255,20,11166,10/22/11
33023006910000,18525,20492,50397,4,2116674,208,10135,10135,9300,53.7,2021656,199,1,8390,10/21/11
33061017830000,16900,21001,21072,3,885024,138,6371,6371,7419,36,1644000,258,1,10529,10/21/11
33061017540000,20440,20884,24976,2,1048992,107,9789,9789,9943,0,1326885,135,1,10651,10/21/11
33105901610000,4922,90161,142,0,6000,41,36,144,3000,15,0,0,4,4778,10/21/11
33055001490000,17024,20494,18559,2,779478,118,6592,6592,6167,36.3,1948120,295,1,10432,10/21/11
33061016560000,20500,20287,22573,2,948066,103,9177,9177,7637,29.8,2263440,246,1,11323,10/20/11
33023901500000,5189,90150,261,2,10962,93,117,117,1417,3,0,0,1,5072,10/20/11
33025013100000,20036,20450,19922,2,836724,100,8303,8303,7749,31.8,2008400,241,1,11733,10/20/11
33025012680000,14899,20244,28502,8,1197084,347,3446,3446,8733,25.2,1815114,526,1,11453,10/20/11
33025010110000,20784,18517,75787,8,3183054,340,9354,9354,8427,36.8,3569950,381,1,11430,10/20/11
33025012670000,14951,20243,29126,7,1223292,335,3646,3646,8863,25.1,1951538,535,1,11305,10/20/11
33105022240000,20617,20967,81701,8,3431442,342,10025,10025,8907,0,4526328,451,1,10592,10/20/11
33025013580000,20960,20749,120603,12,5065326,517,9781,9781,7578,39.1,1266960,129,1,11179,10/20/11
33061016300000,19849,20164,59158,6,2484636,277,8955,8955,8465,0,4046382,451,1,10894,10/20/11
33023007090000,17920,20735,41281,4,1733802,182,9510,9510,6100,40,2000000,210,1,8410,10/19/11
33053034310000,14811,20307,25563,7,1073646,303,3541,3541,9192,28.2,1818911,513,1,11270,10/19/11
33105020970000,20626,20171,73021,7,3066882,314,9739,9739,9538,0,4012520,412,1,10887,10/19/11
33013015860000,6147,21330,107,5,4500,225,20,20,1100,2.5,0,0,1,6127,10/18/11
33053036190000,20774,20898,53605,5,2251410,235,9558,9558,7600,32.3,2884685,301,1,11216,10/18/11
33053034190000,20294,20226,69470,7,2917740,325,8954,8954,8970,37.8,3366320,375,1,11340,10/18/11
33053036100000,20777,20867,103001,10,4326042,450,479,9594,9957,61.1,3422831,356,20,11183,10/18/11
33075014180000,3843,21242,5,0,250,25,10,10,1350,1,0,0,1,3833,10/18/11
33053036680000,20780,21124,53802,5,2259684,231,9755,9755,7410,31.7,2905530,297,1,11025,10/18/11
33025014080000,20963,21044,59253,6,2488626,259,9587,9587,7180,31.4,2924500,305,1,11376,10/18/11
33061017970000,20710,21109,23502,2,987084,99,9872,9872,8728,0,1636968,165,1,10838,10/17/11
33053036280000,20693,20936,42743,4,1795206,193,9282,9282,9256,31,1913359,206,1,11411,10/17/11
33061015480000,13950,19804,28981,6,1217202,264,4602,4602,7450,0,2267510,492,1,9348,10/17/11
33105019030000,19830,19300,57979,6,2435118,287,8479,8479,8314,32.8,3973139,468,1,11351,10/16/11
33061017230000,20459,20669,82094,8,3447948,344,10012,10012,7952,36.6,4200280,419,1,10447,10/16/11
33061017780000,16432,20959,35478,6,1490076,269,5538,5538,8573,46.1,2432908,439,1,10894,10/16/11
33105020580000,19412,20047,0,0,0,0,9542,9542,8023,51.5,0,0,1,9870,10/15/11
33053034590000,21670,20359,39814,5,1672209,217,7703,7703,0,0,2725182,353,1,13967,10/15/11
33053034820000,19929,20433,64744,7,2719248,295,9191,9191,8793,60,3162780,344,1,10738,10/15/11
33105020570000,20811,20042,44786,4,1881012,191,9800,9800,8389,0,5068200,517,1,11011,10/15/11
33053035710000,21030,20717,78576,7,3300192,332,9918,9918,9331,43.1,3957380,399,1,11112,10/15/11
33013015450000,17066,20310,63072,8,2649024,361,7320,7320,8074,35.6,3162530,432,1,9746,10/15/11
33053035700000,20300,20716,86084,9,3615528,385,9384,9384,9655,0,4605669,490,1,10916,10/15/11
33007016720000,21147,20404,24056,2,1010352,99,10157,10157,8992,0,1779554,175,1,10990,10/15/11
33055001410000,19543,19957,22300,2,936600,101,9244,9244,6706,35.6,2627480,284,1,10299,10/14/11
33025008910000,20520,17942,23574,2,990108,98,10014,10014,7638,31,2569860,256,1,10506,10/14/11
33053034680000,20680,20394,73469,7,3085698,326,314,9442,9039,51,2502661,265,30,11238,10/14/11
33061016000000,18390,20009,55324,6,2323608,265,8738,8738,5974,31.1,4204021,481,1,9652,10/14/11
33105022490000,20511,21023,35785,8,1502970,349,4301,4301,9585,0,1947372,452,1,16210,10/14/11
33053033620000,20797,19935,53887,5,2263254,236,9577,9577,8084,30.7,2832894,295,1,11220,10/13/11
33053034830000,15533,20447,42330,11,1777860,488,259,3639,7516,50,399000,109,14,11894,10/13/11
33025012990000,19903,20411,60664,6,2547888,276,263,9205,7518,38.6,1262300,137,35,10698,10/13/11
33061015240000,19109,19701,36616,4,1537872,168,9139,9139,8273,0,3828340,418,1,9970,10/13/11
33025012380000,18589,20092,39574,4,1662108,203,8178,8178,7966,44.3,1051121,128,1,10411,10/13/11
33053036690000,21358,21128,51639,5,2168838,223,9713,9713,8150,31.1,2279778,234,1,11645,10/12/11
33053034830000,17800,20447,16118,8,676956,342,247,1977,6896,40.2,105077,53,8,15823,10/12/11
33061017080000,20825,20586,25359,2,1065078,108,9831,9831,8699,0,1793900,182,1,10994,10/12/11
33105022080000,20326,20858,72481,7,3044202,321,9456,9456,8010,0,4323269,457,1,10870,10/12/11
33105021410000,19103,20467,74338,10,3122196,424,7353,7353,9015,31.7,3295540,448,1,11750,10/12/11
33053033610000,21110,19934,37568,3,1577856,156,10087,10087,7937,30.4,2281679,226,1,11023,10/12/11
33053033600000,21285,19933,4330,0,181860,17,10219,10219,8442,30.3,2046060,200,1,11066,10/12/11
33053033630000,20640,19936,53150,5,2232300,232,9602,9602,8560,33.8,2744862,285,1,11038,10/12/11
33061017460000,19890,20826,32505,3,1365210,139,9820,9820,7458,0,1682640,171,1,10070,10/11/11
33011000760000,10448,3257,47,0,2000,0,2242,2242,1700,1,0,0,1,8206,10/11/11
33011000790000,8300,3282,47,1,2000,47,42,42,1700,1,0,0,1,8258,10/10/11
33025013260000,15332,20517,47519,12,1995831,510,3911,3911,0,0,1165550,298,1,11421,10/10/11
33053036460000,19690,21029,91457,10,3841194,455,8425,8425,9298,0,4561361,541,1,11265,10/10/11
33007016670000,21529,20131,26754,2,1123668,106,10576,10576,9080,0,2195698,207,1,10953,10/10/11
